assignee.name,components,created,creator.name,description,fixVersions,issuetype.name,issuetype.subtask,priority.name,reporter.name,resolution.description,resolution.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,versions,watches.watchCount,key,storypoints,project,sprint
afelisatti,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/14575', u'description': u'HTTP Connector', u'id': u'14575', u'name': u'Modules: HTTP'}, {u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10006', u'name': u'Transport: HTTP(S) / Jetty', u'id': u'10006'}]",2015-11-16T13:49:27.000-0600,afelisatti,We need to add tests on empty headers to ensure all HTTP components behave the same way.,"[{u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'archived': False, u'description': u'Bug fix release for 3.7.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16295', u'released': False, u'id': u'16295', u'name': u'3.7.4 (EE Only)'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0', u'id': u'16353'}]",Task,False,Minor,afelisatti,,Done,2015-11-17T06:46:16.000-0600,6,Closed,Complete,Add HTTP (transport/module) tests of empty headers,2016-03-29T14:21:41.000-0500,[],1,MULE-9067,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
mariano.gonzalez,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/11011', u'name': u'Core: Properties', u'id': u'11011'}]",2015-11-16T12:24:46.000-0600,federico.amdan,"When using set-property, if the propertyName is empty, the schema consider it as a valid value, but every attept to use it throws a java.lang.StringIndexOutOfBoundsException. As a side effect, this also makes the request fail if the set-property is in a flow which contains an http:listener element.

The solution IMHO would be changing the mule.xsd schema and adding a minLength value to the set-property element.

How to reproduce:
- Use the following mule-config. The deployment of the app will be successful.
{code}
<?xml version=""1.0"" encoding=""UTF-8""?>
<mule xmlns:http=""http://www.mulesoft.org/schema/mule/http"" xmlns=""http://www.mulesoft.org/schema/mule/core"" xmlns:doc=""http://www.mulesoft.org/schema/mule/documentation""
	xmlns:spring=""http://www.springframework.org/schema/beans"" version=""EE-3.7.0""
	xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
	xsi:schemaLocation=""http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans-current.xsd
http://www.mulesoft.org/schema/mule/core http://www.mulesoft.org/schema/mule/core/current/mule.xsd
http://www.mulesoft.org/schema/mule/http http://www.mulesoft.org/schema/mule/http/current/mule-http.xsd"">
    <http:listener-config name=""HTTP_Listener_Configuration"" host=""0.0.0.0"" port=""8981"" doc:name=""HTTP Listener Configuration""/>
    <flow name=""set-property-errorFlow"">
        <http:listener config-ref=""HTTP_Listener_Configuration"" path=""/set-property"" doc:name=""HTTP"">
        </http:listener>
        <set-property doc:name=""Property"" propertyName="""" value=""test""/>
        <logger level=""INFO"" doc:name=""Logger""/>
    </flow>
</mule>
{code}

When making a request, the config produces the following exception, and the response *never comes back*.

{code}
ERROR 2015-11-16 14:42:01,527 [[set-property-error].HTTP_Listener_Configuration.worker.01] org.mule.exception.DefaultMessagingExceptionStrategy: Caught exception in Exception Strategy: String index out of range: 0
java.lang.StringIndexOutOfBoundsException: String index out of range: 0
	at java.lang.String.charAt(String.java:658) ~[?:1.7.0_71]
	at org.glassfish.grizzly.http.HttpHeader$Builder.handleSpecialHeaderAdd(HttpHeader.java:1240) ~[grizzly-http-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.http.HttpHeader$Builder.header(HttpHeader.java:1134) ~[grizzly-http-2.3.21.jar:2.3.21]
	at org.mule.module.http.internal.listener.grizzly.BaseResponseCompletionHandler.buildHttpResponsePacket(BaseResponseCompletionHandler.java:34) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.grizzly.ResponseCompletionHandler.<init>(ResponseCompletionHandler.java:52) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.grizzly.GrizzlyRequestDispatcherFilter$1.responseReady(GrizzlyRequestDispatcherFilter.java:96) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.HttpMessageProcessorTemplate.sendResponseToClient(HttpMessageProcessorTemplate.java:99) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.execution.AsyncResponseFlowProcessingPhase.runPhase(AsyncResponseFlowProcessingPhase.java:83) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.execution.AsyncResponseFlowProcessingPhase.runPhase(AsyncResponseFlowProcessingPhase.java:38) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.execution.PhaseExecutionEngine$InternalPhaseExecutionEngine.phaseSuccessfully(PhaseExecutionEngine.java:65) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.execution.PhaseExecutionEngine$InternalPhaseExecutionEngine.phaseSuccessfully(PhaseExecutionEngine.java:69) ~[mule-core-3.7.0.jar:3.7.0]
	at com.mulesoft.mule.throttling.ThrottlingPhase.runPhase(ThrottlingPhase.java:185) ~[mule-module-throttling-ee-3.7.0.jar:3.7.0]
	at com.mulesoft.mule.throttling.ThrottlingPhase.runPhase(ThrottlingPhase.java:1) ~[mule-module-throttling-ee-3.7.0.jar:3.7.0]
	at org.mule.execution.PhaseExecutionEngine$InternalPhaseExecutionEngine.process(PhaseExecutionEngine.java:114) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.execution.PhaseExecutionEngine.process(PhaseExecutionEngine.java:41) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.execution.MuleMessageProcessingManager.processMessage(MuleMessageProcessingManager.java:32) ~[mule-core-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.DefaultHttpListener$1.handleRequest(DefaultHttpListener.java:126) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.grizzly.GrizzlyRequestDispatcherFilter.handleRead(GrizzlyRequestDispatcherFilter.java:83) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.glassfish.grizzly.filterchain.ExecutorResolver$9.execute(ExecutorResolver.java:119) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.filterchain.DefaultFilterChain.executeFilter(DefaultFilterChain.java:283) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.filterchain.DefaultFilterChain.executeChainPart(DefaultFilterChain.java:200) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.filterchain.DefaultFilterChain.execute(DefaultFilterChain.java:132) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.filterchain.DefaultFilterChain.process(DefaultFilterChain.java:111) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.ProcessorExecutor.execute(ProcessorExecutor.java:77) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.nio.transport.TCPNIOTransport.fireIOEvent(TCPNIOTransport.java:536) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.glassfish.grizzly.strategies.AbstractIOStrategy.fireIOEvent(AbstractIOStrategy.java:112) ~[grizzly-framework-2.3.21.jar:2.3.21]
	at org.mule.module.http.internal.listener.grizzly.ExecutorPerServerAddressIOStrategy.run0(ExecutorPerServerAddressIOStrategy.java:102) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.grizzly.ExecutorPerServerAddressIOStrategy.access$100(ExecutorPerServerAddressIOStrategy.java:30) ~[mule-module-http-3.7.0.jar:3.7.0]
	at org.mule.module.http.internal.listener.grizzly.ExecutorPerServerAddressIOStrategy$WorkerThreadRunnable.run(ExecutorPerServerAddressIOStrategy.java:125) ~[mule-module-http-3.7.0.jar:3.7.0]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [?:1.7.0_71]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [?:1.7.0_71]
	at java.lang.Thread.run(Thread.java:745) [?:1.7.0_71]
{code}
","[{u'archived': False, u'description': u'Bug fix release for 3.7.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16295', u'released': False, u'id': u'16295', u'name': u'3.7.4 (EE Only)'}, {u'id': u'16353', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0'}]",Bug,False,Minor,federico.amdan,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-23T09:01:22.000-0600,6,Closed,Complete,set-property throws runtime exception if the propertyName is empty,2016-03-29T14:22:40.000-0500,"[{u'archived': False, u'name': u'3.7.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15286', u'releaseDate': u'2015-07-09', u'released': True, u'id': u'15286'}, {u'archived': False, u'name': u'3.7.2 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16105', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'16105', u'description': u'Bug fix reelase for 3.7.x branch'}]",2,MULE-9066,1.0,mule,startDate=2015-11-19T11:50:17.973-06:00
afelisatti,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10006', u'id': u'10006', u'name': u'Transport: HTTP(S) / Jetty'}]",2015-11-16T12:24:32.000-0600,afelisatti,"When an empty header is sent to a Jetty endpoint, it fails with said exception.","[{u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'archived': False, u'description': u'Bug fix release for 3.7.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16295', u'released': False, u'id': u'16295', u'name': u'3.7.4 (EE Only)'}, {u'id': u'16302', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16302', u'archived': False, u'name': u'3.5.5 (EE Only)'}, {u'id': u'16353', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0'}]",Bug,False,Major,afelisatti,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-17T07:13:40.000-0600,6,Closed,Complete,IndexOutOfBoundsException when header key has empty value,2016-04-05T14:52:04.000-0500,"[{u'archived': False, u'name': u'3.6.2 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15291', u'releaseDate': u'2015-04-14', u'released': True, u'id': u'15291'}]",1,MULE-9065,5.0,mule,startDate=2015-11-05T10:48:06.531-06:00
rodrigo.merino,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10200', u'name': u'Core: Deployment', u'id': u'10200'}]",2015-11-16T09:24:55.000-0600,rodrigo.merino,"Dropping a new domain.zip for an existing domain does not trigger application redeployment.
To reproduce:
1) Start Mule
2) Drop domain zip in <MULE_HOME>/domains
3) Drop app zip (dependant on the domain) in <MULE_HOME>/apps
4) Drop a new version of the domain zip

The domain will be redeployed, but the application is not seeing the changes in the domain.","[{u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}, {u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'id': u'16302', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16302', u'archived': False, u'name': u'3.5.5 (EE Only)'}, {u'id': u'16353', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0'}]",Bug,False,Major,rodrigo.merino,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-20T14:11:27.000-0600,6,Closed,Complete,Dropping new domain.zip file does not redeploy apps associated with that domain,2016-03-29T14:22:43.000-0500,"[{u'archived': False, u'name': u'3.6.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15669', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'15669', u'description': u'Bug fix release for 3.6.x branch'}, {u'archived': False, u'name': u'3.5.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15680', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'15680'}, {u'archived': False, u'name': u'3.7.2 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16105', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'16105', u'description': u'Bug fix reelase for 3.7.x branch'}]",1,MULE-9062,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
mariano.gonzalez,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10005', u'id': u'10005', u'name': u'Transport: VM'}]",2015-11-16T08:40:45.000-0600,mariano.gonzalez,"When a RandomAccessFileQueueStore is disposed, the contents of the queue files are cleared but the files themselves are recreated, causing them to accumulate.

Additionally, the CRL file is never clearer not deleted, causing a disk space leak which although small, adds up and can become significant","[{u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}, {u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16302', u'archived': False, u'name': u'3.5.5 (EE Only)', u'id': u'16302'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'id': u'16353', u'name': u'3.8.0'}]",Bug,False,Major,mariano.gonzalez,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-20T14:14:22.000-0600,6,Closed,Complete,RandomAccessFileQueueStore leak files and space after being disposed,2016-03-29T14:22:33.000-0500,"[{u'archived': False, u'name': u'3.5.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/14589', u'releaseDate': u'2014-05-19', u'released': True, u'id': u'14589', u'description': u'3.5.0 Release of the ESB'}, {u'archived': False, u'name': u'3.6.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15179', u'releaseDate': u'2015-01-14', u'released': True, u'id': u'15179'}, {u'archived': False, u'name': u'3.7.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15286', u'releaseDate': u'2015-07-09', u'released': True, u'id': u'15286'}]",1,MULE-9061,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
alejandro.sequeira,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10168', u'name': u'Core: (other)', u'id': u'10168'}]",2015-11-16T07:28:28.000-0600,alejandro.sequeira,"The Apache commons-collections library (4.0, 3.2.1 and older) has a vulnerability in the InvokerTransformer object where serializable collections are allowed to execute arbitrary Java code, whenever the library is in the classpath.

If we have an endpoint that receives a serializable object, that object can invoke arbitrary Java code at the moment we try to deserialize it.

We should upgrade to the fixed version (3.2.2) as soon as it's available or remove the class from our classpath.
","[{u'archived': False, u'description': u'Bug fix for 3.1.x', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/13461', u'released': False, u'id': u'13461', u'name': u'3.1.5 (EE Only)'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/13371', u'archived': False, u'name': u'3.2.5 (EE Only)', u'id': u'13371'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15176', u'archived': False, u'id': u'15176', u'name': u'3.4.4 (EE Only)'}, {u'archived': False, u'name': u'3.5.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15680', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'15680'}, {u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}, {u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16333', u'archived': False, u'name': u'3.3.5 (EE Only)', u'id': u'16333'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0', u'id': u'16353'}]",Task,False,Blocker,alejandro.iannucci,Task Completed,Completed,2015-11-20T14:13:18.000-0600,6,Closed,Complete,Update commons-collections version,2016-03-29T14:22:31.000-0500,"[{u'archived': False, u'name': u'3.1.4 (EE only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/11079', u'releaseDate': u'2013-06-21', u'released': True, u'id': u'11079', u'description': u''}, {u'archived': False, u'name': u'3.2.4 (EE only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/12372', u'releaseDate': u'2013-06-10', u'released': True, u'id': u'12372'}, {u'archived': False, u'name': u'3.3.4 (EE only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/13278', u'releaseDate': u'2014-12-04', u'released': True, u'id': u'13278'}, {u'archived': False, u'name': u'3.4.3 (EE only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/14060', u'releaseDate': u'2014-11-20', u'released': True, u'id': u'14060'}, {u'archived': False, u'name': u'3.5.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15034', u'releaseDate': u'2015-04-10', u'released': True, u'id': u'15034', u'description': u'Bug fix release'}, {u'archived': False, u'name': u'3.6.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15669', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'15669', u'description': u'Bug fix release for 3.6.x branch'}, {u'archived': False, u'name': u'3.7.2 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16105', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'16105', u'description': u'Bug fix reelase for 3.7.x branch'}]",9,MULE-9060,3.0,mule,startDate=2015-11-05T10:48:06.531-06:00
rodrigo.merino,[],2015-11-13T11:34:12.000-0600,rodrigo.merino,This is a flaky that was ignored.,"[{u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'archived': False, u'description': u'Bug fix release for 3.7.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16295', u'released': False, u'id': u'16295', u'name': u'3.7.4 (EE Only)'}, {u'id': u'16302', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16302', u'archived': False, u'name': u'3.5.5 (EE Only)'}, {u'id': u'16353', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'name': u'3.8.0'}]",Task,False,Minor,rodrigo.merino,Task Completed,Completed,2015-11-20T14:15:33.000-0600,6,Closed,Complete,Fix flaky InstanceLockGroupTestCase,2016-03-29T14:22:30.000-0500,"[{u'archived': False, u'name': u'3.6.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15669', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'15669', u'description': u'Bug fix release for 3.6.x branch'}, {u'archived': False, u'name': u'3.5.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15680', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'15680'}, {u'id': u'16064', u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16064', u'archived': False, u'name': u'3.8.0-development'}, {u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}]",1,MULE-9056,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
afelisatti,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/14575', u'id': u'14575', u'name': u'Modules: HTTP', u'description': u'HTTP Connector'}]",2015-11-13T07:13:32.000-0600,afelisatti,"When an invalid Content-Type is sent on a request to the HTTP listener, it is only rejected if the request has a body and with a 500 instead of a 400. If there is no body, the request goes through and (if the Content-Type is not removed or changed) fails trying to create the HTTP response. We should reject such requests with a 400, just like in MULE-9044.","[{u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}]",Bug,False,Major,afelisatti,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-13T08:09:05.000-0600,6,Closed,Complete,HTTP Listener accepting invalid content-type without body and returning 500 with body,2015-11-20T12:40:50.000-0600,"[{u'archived': False, u'name': u'3.6.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15179', u'releaseDate': u'2015-01-14', u'released': True, u'id': u'15179'}]",1,MULE-9053,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
rodrigo.merino,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10115', u'name': u'Core: Components', u'id': u'10115'}]",2015-11-12T14:26:49.000-0600,damian.sima,"When trying to call the method: addMessageProcessorPathElements
In a ForEach object that has not been init the method fails with:

{code}
Caused by: java.lang.IllegalArgumentException: fromIndex(1) > toIndex(0)
	at java.util.ArrayList.subListRangeCheck(ArrayList.java:964)
	at java.util.ArrayList.subList(ArrayList.java:954)
	at org.mule.routing.Foreach.addMessageProcessorPathElements(Foreach.java:143)
{code}

The reason for it is that, foreach is expecting to be initialised at this time, thus having at least 3 MP. 

{code}
        List<MessageProcessor> mps = getOwnedMessageProcessors().subList(1, getOwnedMessageProcessors().size() - 1);
{code}

When not init the for each only contains those MP defined in the XML with out the splitter and the filter. So in the event the for each only contains 1 mp it fails. 

The class ForEach should validate the size of the list, or at least know if it has been init in order not to fail. 



","[{u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}, {u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'archived': False, u'description': u'Bug fix release for 3.7.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16295', u'released': False, u'id': u'16295', u'name': u'3.7.4 (EE Only)'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16302', u'archived': False, u'id': u'16302', u'name': u'3.5.5 (EE Only)'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'id': u'16353', u'name': u'3.8.0'}]",Bug,False,Critical,damian.sima,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-13T10:54:11.000-0600,6,Closed,Complete,ForEach fails to provide path elements when not initialised ,2016-03-29T14:20:42.000-0500,"[{u'archived': False, u'name': u'3.7.0', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15286', u'releaseDate': u'2015-07-09', u'released': True, u'id': u'15286'}]",1,MULE-9051,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
rodrigo.merino,"[{u'self': u'https://www.mulesoft.org/jira/rest/api/2/component/10893', u'id': u'10893', u'name': u'Modules: Jersey'}]",2015-11-11T14:41:49.000-0600,rodrigo.merino,"When trying to use a multipart request against a Jersey component it fails to start Mule with this error:
{code}
1. Validation of the application resource model has failed during application initialization.
[[FATAL] No injection source found for a parameter of type public javax.ws.rs.core.Response com.mycompany.MyRestfulBean.createJob(java.util.List,java.lang.String,javax.ws.rs.core.UriInfo) throws java.io.IOException,java.net.URISyntaxException at index 0.; source='ResourceMethod{httpMethod=POST, consumedTypes=[multipart/form-data], producedTypes=[text/plain], suspended=false, suspendTimeout=0, suspendTimeoutUnit=MILLISECONDS, invocable=Invocable{handler=ClassBasedMethodHandler{handlerClass=class com.mycompany.MyRestfulBean, handlerConstructors=[org.glassfish.jersey.server.model.HandlerConstructor@6ce5acd]}, definitionMethod=public javax.ws.rs.core.Response com.mycompany.MyRestfulBean.createJob(java.util.List,java.lang.String,javax.ws.rs.core.UriInfo) throws java.io.IOException,java.net.URISyntaxException, parameters=[Parameter [type=interface java.util.List, source=images, defaultValue=null], Parameter [type=class java.lang.String, source=jobType, defaultValue=null], Parameter [type=interface javax.ws.rs.core.UriInfo, source=null, defaultValue=null]], responseType=class javax.ws.rs.core.Response}, nameBindings=[]}'] (org.glassfish.jersey.server.model.ModelValidationException)
  org.glassfish.jersey.server.ApplicationHandler:465 (null)
{code}

This is happening because multipart is not registered as valid type.","[{u'archived': False, u'name': u'3.7.3 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16166', u'releaseDate': u'2015-12-01', u'released': True, u'id': u'16166', u'description': u'Bug fix release for 3.7.x branch'}, {u'archived': False, u'name': u'3.6.4 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16180', u'releaseDate': u'2015-12-23', u'released': True, u'id': u'16180'}, {u'released': False, u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16353', u'archived': False, u'id': u'16353', u'name': u'3.8.0'}]",Bug,False,Critical,rodrigo.merino,A fix for this issue is checked into the tree and tested.,Fixed,2015-11-20T14:16:57.000-0600,6,Closed,Complete,Jersey module doesn't support multipart requests,2016-03-29T14:20:46.000-0500,"[{u'archived': False, u'description': u'Bug fix release for 3.6.x branch', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/15669', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'15669', u'name': u'3.6.3 (EE Only)'}, {u'archived': False, u'name': u'3.7.2 (EE Only)', u'self': u'https://www.mulesoft.org/jira/rest/api/2/version/16105', u'releaseDate': u'2015-09-18', u'released': True, u'id': u'16105', u'description': u'Bug fix reelase for 3.7.x branch'}]",1,MULE-9050,0.0,mule,startDate=2015-11-05T10:48:06.531-06:00
